"[250.         250.5        251.         251.5        252.
 252.5        253.         253.5        254.         254.5
 255.00000022]","[480.         433.         386.         339.         292.
 245.         198.         151.         104.          57.
  10.00000023]",image015408
"[250.         250.5        251.         251.5        252.
 252.5        253.         253.5        254.         254.5
 255.00000022]","[480.         433.         386.         339.         292.
 245.         198.         151.         104.          57.
  10.00000023]",image015416
"[250.         250.7        251.4        252.1        252.8
 253.5        254.2        254.9        255.6        256.3
 257.00000044]","[480.         433.         386.         339.         292.
 245.         198.         151.         104.          57.
  10.00000079]",image015417
"[250.         249.7        249.4        249.1        248.8
 248.5        248.2        247.9        247.6        247.3
 246.99999949]","[480.         433.         386.         339.         292.
 245.         198.         151.         104.          57.
   9.99999952]",image015427
"[250.         249.5        249.         248.5        248.
 247.5        247.         246.5        246.         245.5
 245.00000022]","[480.         433.         386.         339.         292.
 245.         198.         151.         104.          57.
  10.00000023]",image015428
"[250.         249.5        249.         248.5        248.
 247.5        247.         246.5        246.         245.5
 244.99997096]","[480.         432.2        384.4        336.6        288.8
 241.         193.2        145.4         97.6         49.8
   1.99998086]",image015876
"[250.         250.2        250.4        250.6        250.8
 251.         251.2        251.4        251.6        251.8
 251.99997224]","[480.         432.2        384.4        336.6        288.8
 241.         193.2        145.4         97.6         49.8
   1.99997801]",image015886
"[250.         250.2        250.4        250.6        250.8
 251.         251.2        251.4        251.6        251.8
 251.99999941]","[480.         432.4        384.8        337.2        289.6
 242.         194.4        146.8         99.2         51.6
   3.99999931]",image015887
"[250.         249.9        249.8        249.7        249.6
 249.5        249.4        249.3        249.2        249.1
 248.99995808]","[480.         432.5        385.         337.5        290.
 242.5        195.         147.5        100.          52.5
   4.99997176]",image015888
"[250.         250.3        250.6        250.9        251.2
 251.5        251.8        252.1        252.4        252.7
 253.00000021]","[480.         432.5        385.         337.5        290.
 242.5        195.         147.5        100.          52.5
   5.00000075]",image015896
"[250.         250.3        250.6        250.9        251.2
 251.5        251.8        252.1        252.4        252.7
 253.00000021]","[480.         432.5        385.         337.5        290.
 242.5        195.         147.5        100.          52.5
   5.00000075]",image015897
"[250.         249.8        249.6        249.4        249.2
 249.         248.8        248.6        248.4        248.2
 248.00000021]","[480.         432.5        385.         337.5        290.
 242.5        195.         147.5        100.          52.5
   5.00000075]",image015906
"[250.        249.8       249.6       249.4       249.2       249.
 248.8       248.6       248.4       248.2       248.0000002]","[480.         432.7        385.4        338.1        290.8
 243.5        196.2        148.9        101.6         54.3
   6.99999923]",image015914
"[250.         249.8        249.6        249.4        249.2
 249.         248.8        248.6        248.4        248.2
 247.99999833]","[480.         432.8        385.6        338.4        291.2
 244.         196.8        149.6        102.4         55.2
   8.00000141]",image015915
"[250.         250.6        251.2        251.8        252.4
 253.         253.6        254.2        254.8        255.4
 256.00000083]","[480.         432.8        385.6        338.4        291.2
 244.         196.8        149.6        102.4         55.2
   8.00000104]",image015916
"[250.         250.6        251.2        251.8        252.4
 253.         253.6        254.2        254.8        255.4
 255.99999948]","[480.         433.         386.         339.         292.
 245.         198.         151.         104.          57.
   9.99999953]",image015922
"[250.        249.6       249.2       248.8       248.4       248.
 247.6       247.2       246.8       246.4       246.0000007]","[480.         433.         386.         339.         292.
 245.         198.         151.         104.          57.
  10.00000109]",image015931
"[250.        249.6       249.2       248.8       248.4       248.
 247.6       247.2       246.8       246.4       246.0000007]","[480.         433.         386.         339.         292.
 245.         198.         151.         104.          57.
  10.00000109]",image015932
"[250.        249.6       249.2       248.8       248.4       248.
 247.6       247.2       246.8       246.4       246.0000007]","[480.         433.         386.         339.         292.
 245.         198.         151.         104.          57.
  10.00000109]",image015933
"[250.         249.5        249.         248.5        248.
 247.5        247.         246.5        246.         245.5
 245.00000022]","[480.         433.         386.         339.         292.
 245.         198.         151.         104.          57.
  10.00000023]",image015941
"[250.         249.5        249.         248.5        248.
 247.5        247.         246.5        246.         245.5
 245.00000045]","[480.         432.9        385.8        338.7        291.6
 244.5        197.4        150.3        103.2         56.1
   9.00000116]",image015949
"[250.         249.7        249.4        249.1        248.8
 248.5        248.2        247.9        247.6        247.3
 247.00000096]","[480.        432.9       385.8       338.7       291.6       244.5
 197.4       150.3       103.2        56.1         9.0000012]",image015950
"[250.         249.7        249.4        249.1        248.8
 248.5        248.2        247.9        247.6        247.3
 246.99999833]","[480.        432.8       385.6       338.4       291.2       244.
 196.8       149.6       102.4        55.2         8.0000014]",image015960
"[250.         249.6        249.2        248.8        248.4
 248.         247.6        247.2        246.8        246.4
 245.99999833]","[480.         432.8        385.6        338.4        291.2
 244.         196.8        149.6        102.4         55.2
   8.00000139]",image015961
"[250.         249.5        249.         248.5        248.
 247.5        247.         246.5        246.         245.5
 244.99999981]","[480.         432.8        385.6        338.4        291.2
 244.         196.8        149.6        102.4         55.2
   7.99999703]",image015962
"[250.         249.7        249.4        249.1        248.8
 248.5        248.2        247.9        247.6        247.3
 246.99999833]","[480.        432.8       385.6       338.4       291.2       244.
 196.8       149.6       102.4        55.2         8.0000014]",image015969
"[250.         249.7        249.4        249.1        248.8
 248.5        248.2        247.9        247.6        247.3
 246.99999833]","[480.        432.8       385.6       338.4       291.2       244.
 196.8       149.6       102.4        55.2         8.0000014]",image015978
"[250.         250.7        251.4        252.1        252.8
 253.5        254.2        254.9        255.6        256.3
 256.99999964]","[480.         432.8        385.6        338.4        291.2
 244.         196.8        149.6        102.4         55.2
   8.00000058]",image017225
"[250.         250.5        251.         251.5        252.
 252.5        253.         253.5        254.         254.5
 254.99999981]","[480.         432.8        385.6        338.4        291.2
 244.         196.8        149.6        102.4         55.2
   7.99999703]",image017232
"[250.         250.2        250.4        250.6        250.8
 251.         251.2        251.4        251.6        251.8
 251.99999833]","[480.         432.8        385.6        338.4        291.2
 244.         196.8        149.6        102.4         55.2
   8.00000141]",image017233
"[250.         250.3        250.6        250.9        251.2
 251.5        251.8        252.1        252.4        252.7
 252.99999833]","[480.        432.8       385.6       338.4       291.2       244.
 196.8       149.6       102.4        55.2         8.0000014]",image017240
"[250.        250.1       250.2       250.3       250.4       250.5
 250.6       250.7       250.8       250.9       251.0000008]","[480.         433.         386.         339.         292.
 245.         198.         151.         104.          57.
  10.00000048]",image017249
"[250.        249.9       249.8       249.7       249.6       249.5
 249.4       249.3       249.2       249.1       249.0000008]","[480.         433.         386.         339.         292.
 245.         198.         151.         104.          57.
  10.00000048]",image017250
"[250.         250.3        250.6        250.9        251.2
 251.5        251.8        252.1        252.4        252.7
 252.99999949]","[480.         433.         386.         339.         292.
 245.         198.         151.         104.          57.
   9.99999952]",image017251
"[250.         251.5        253.         254.5        256.
 257.5        259.         260.5        262.         263.5
 265.00000032]","[480.         433.         386.         339.         292.
 245.         198.         151.         104.          57.
  10.00000074]",image017256
"[250.         251.7        253.4        255.1        256.8
 258.5        260.2        261.9        263.6        265.3
 267.00000031]","[480.         433.         386.         339.         292.
 245.         198.         151.         104.          57.
   9.99999955]",image017257
"[250.         250.5        251.         251.5        252.
 252.5        253.         253.5        254.         254.5
 255.00000022]","[480.         433.         386.         339.         292.
 245.         198.         151.         104.          57.
  10.00000023]",image017265
"[250.         249.7        249.4        249.1        248.8
 248.5        248.2        247.9        247.6        247.3
 246.99999949]","[480.         433.         386.         339.         292.
 245.         198.         151.         104.          57.
   9.99999952]",image017266
"[250.         250.2        250.4        250.6        250.8
 251.         251.2        251.4        251.6        251.8
 252.00000071]","[480.         433.         386.         339.         292.
 245.         198.         151.         104.          57.
  10.00000108]",image017272
"[250.         249.7        249.4        249.1        248.8
 248.5        248.2        247.9        247.6        247.3
 246.99999949]","[480.         433.         386.         339.         292.
 245.         198.         151.         104.          57.
   9.99999952]",image017952
"[250.         249.7        249.4        249.1        248.8
 248.5        248.2        247.9        247.6        247.3
 246.99999942]","[480.         432.4        384.8        337.2        289.6
 242.         194.4        146.8         99.2         51.6
   3.99999932]",image017956
"[250.         249.5        249.         248.5        248.
 247.5        247.         246.5        246.         245.5
 244.99999938]","[480.         432.4        384.8        337.2        289.6
 242.         194.4        146.8         99.2         51.6
   3.99999928]",image017957
"[250.         248.         246.         244.         242.
 240.         238.         236.         234.         232.
 230.00000001]","[480.         432.4        384.8        337.2        289.6
 242.         194.4        146.8         99.2         51.6
   3.99999983]",image017965
"[250.         248.5        247.         245.5        244.
 242.5        241.         239.5        238.         236.5
 234.99996533]","[480.         432.4        384.8        337.2        289.6
 242.         194.4        146.8         99.2         51.6
   3.99997332]",image017966
"[250.         248.8        247.6        246.4        245.2
 244.         242.8        241.6        240.4        239.2
 237.99996417]","[480.        432.4       384.8       337.2       289.6       242.
 194.4       146.8        99.2        51.6         3.9999746]",image017973
"[250.         249.3        248.6        247.9        247.2
 246.5        245.8        245.1        244.4        243.7
 242.99999934]","[480.         432.4        384.8        337.2        289.6
 242.         194.4        146.8         99.2         51.6
   3.99999924]",image017978
"[250.         249.4        248.8        248.2        247.6
 247.         246.4        245.8        245.2        244.6
 243.99999967]","[480.         432.4        384.8        337.2        289.6
 242.         194.4        146.8         99.2         51.6
   4.00000196]",image017979
"[250.         249.7        249.4        249.1        248.8
 248.5        248.2        247.9        247.6        247.3
 246.99999942]","[480.         432.4        384.8        337.2        289.6
 242.         194.4        146.8         99.2         51.6
   3.99999932]",image017986
"[250.         250.5        251.         251.5        252.
 252.5        253.         253.5        254.         254.5
 254.99999938]","[480.         432.4        384.8        337.2        289.6
 242.         194.4        146.8         99.2         51.6
   3.99999928]",image017995
"[250.         250.4        250.8        251.2        251.6
 252.         252.4        252.8        253.2        253.6
 253.99996352]","[480.         432.4        384.8        337.2        289.6
 242.         194.4        146.8         99.2         51.6
   3.99997427]",image017996
"[250.         250.2        250.4        250.6        250.8
 251.         251.2        251.4        251.6        251.8
 251.99999941]","[480.         432.4        384.8        337.2        289.6
 242.         194.4        146.8         99.2         51.6
   3.99999931]",image017999
"[250.         250.3        250.6        250.9        251.2
 251.5        251.8        252.1        252.4        252.7
 252.99999942]","[480.         432.4        384.8        337.2        289.6
 242.         194.4        146.8         99.2         51.6
   3.99999932]",image018000
"[250.         250.3        250.6        250.9        251.2
 251.5        251.8        252.1        252.4        252.7
 253.00000021]","[480.         432.5        385.         337.5        290.
 242.5        195.         147.5        100.          52.5
   5.00000075]",image018007
"[250.         250.3        250.6        250.9        251.2
 251.5        251.8        252.1        252.4        252.7
 253.00000021]","[480.         432.5        385.         337.5        290.
 242.5        195.         147.5        100.          52.5
   5.00000075]",image018215
"[250.        250.5       251.        251.5       252.        252.5
 253.        253.5       254.        254.5       255.0000002]","[480.         432.5        385.         337.5        290.
 242.5        195.         147.5        100.          52.5
   5.00000075]",image018216
"[250.         250.3        250.6        250.9        251.2
 251.5        251.8        252.1        252.4        252.7
 252.99995277]","[480.         432.6        385.2        337.8        290.4
 243.         195.6        148.2        100.8         53.4
   5.99996622]",image018223
"[250.         250.3        250.6        250.9        251.2
 251.5        251.8        252.1        252.4        252.7
 252.99995277]","[480.         432.6        385.2        337.8        290.4
 243.         195.6        148.2        100.8         53.4
   5.99996622]",image018230
"[250.         250.2        250.4        250.6        250.8
 251.         251.2        251.4        251.6        251.8
 252.00000021]","[480.         432.6        385.2        337.8        290.4
 243.         195.6        148.2        100.8         53.4
   6.00000152]",image018231
"[250.         250.3        250.6        250.9        251.2
 251.5        251.8        252.1        252.4        252.7
 252.99995277]","[480.         432.6        385.2        337.8        290.4
 243.         195.6        148.2        100.8         53.4
   5.99996622]",image018232
"[250.         250.3        250.6        250.9        251.2
 251.5        251.8        252.1        252.4        252.7
 252.99995277]","[480.         432.6        385.2        337.8        290.4
 243.         195.6        148.2        100.8         53.4
   5.99996622]",image024384
"[250.         250.3        250.6        250.9        251.2
 251.5        251.8        252.1        252.4        252.7
 253.00000021]","[480.         432.5        385.         337.5        290.
 242.5        195.         147.5        100.          52.5
   5.00000075]",image024385
"[250.         250.3        250.6        250.9        251.2
 251.5        251.8        252.1        252.4        252.7
 252.99999942]","[480.         432.4        384.8        337.2        289.6
 242.         194.4        146.8         99.2         51.6
   3.99999932]",image024386
"[250.         250.4        250.8        251.2        251.6
 252.         252.4        252.8        253.2        253.6
 253.99996352]","[480.         432.4        384.8        337.2        289.6
 242.         194.4        146.8         99.2         51.6
   3.99997427]",image024387
"[250.         250.4        250.8        251.2        251.6
 252.         252.4        252.8        253.2        253.6
 253.99996798]","[480.         432.3        384.6        336.9        289.2
 241.5        193.8        146.1         98.4         50.7
   2.99997664]",image024388
"[250.         250.6        251.2        251.8        252.4
 253.         253.6        254.2        254.8        255.4
 255.99996807]","[480.         432.3        384.6        336.9        289.2
 241.5        193.8        146.1         98.4         50.7
   2.99997668]",image024389
"[250.         250.6        251.2        251.8        252.4
 253.         253.6        254.2        254.8        255.4
 255.99995297]","[480.         432.6        385.2        337.8        290.4
 243.         195.6        148.2        100.8         53.4
   5.99996633]",image024390
"[250.         250.7        251.4        252.1        252.8
 253.5        254.2        254.9        255.6        256.3
 256.99997784]","[480.         432.6        385.2        337.8        290.4
 243.         195.6        148.2        100.8         53.4
   5.99994637]",image024391
"[250.         250.7        251.4        252.1        252.8
 253.5        254.2        254.9        255.6        256.3
 257.00000027]","[480.         432.7        385.4        338.1        290.8
 243.5        196.2        148.9        101.6         54.3
   6.99999851]",image024392
"[250.         250.7        251.4        252.1        252.8
 253.5        254.2        254.9        255.6        256.3
 256.99999964]","[480.         432.8        385.6        338.4        291.2
 244.         196.8        149.6        102.4         55.2
   8.00000058]",image024393
"[250.         250.7        251.4        252.1        252.8
 253.5        254.2        254.9        255.6        256.3
 257.00000115]","[480.         432.9        385.8        338.7        291.6
 244.5        197.4        150.3        103.2         56.1
   9.00000043]",image024394
"[250.         250.5        251.         251.5        252.
 252.5        253.         253.5        254.         254.5
 255.00000045]","[480.         432.9        385.8        338.7        291.6
 244.5        197.4        150.3        103.2         56.1
   9.00000116]",image024395
"[250.         250.6        251.2        251.8        252.4
 253.         253.6        254.2        254.8        255.4
 255.99999948]","[480.         433.         386.         339.         292.
 245.         198.         151.         104.          57.
   9.99999953]",image024396
"[250.         250.6        251.2        251.8        252.4
 253.         253.6        254.2        254.8        255.4
 255.99995297]","[480.         432.6        385.2        337.8        290.4
 243.         195.6        148.2        100.8         53.4
   5.99996633]",image024403
"[250.         250.7        251.4        252.1        252.8
 253.5        254.2        254.9        255.6        256.3
 256.99997784]","[480.         432.6        385.2        337.8        290.4
 243.         195.6        148.2        100.8         53.4
   5.99994637]",image024411
"[250.        250.5       251.        251.5       252.        252.5
 253.        253.5       254.        254.5       255.0000004]","[480.         432.6        385.2        337.8        290.4
 243.         195.6        148.2        100.8         53.4
   6.00000091]",image024412
"[250.         250.5        251.         251.5        252.
 252.5        253.         253.5        254.         254.5
 254.99997096]","[480.         432.2        384.4        336.6        288.8
 241.         193.2        145.4         97.6         49.8
   1.99998086]",image024413
"[250.         250.5        251.         251.5        252.
 252.5        253.         253.5        254.         254.5
 254.99997453]","[480.         432.1        384.2        336.3        288.4
 240.5        192.6        144.7         96.8         48.9
   0.99998251]",image024418
"[250.         250.5        251.         251.5        252.
 252.5        253.         253.5        254.         254.5
 254.99997771]","[ 4.80000000e+02  4.32000000e+02  3.84000000e+02  3.36000000e+02
  2.88000000e+02  2.40000000e+02  1.92000000e+02  1.44000000e+02
  9.60000000e+01  4.80000000e+01 -1.57759363e-05]",image024419
"[250.         250.4        250.8        251.2        251.6
 252.         252.4        252.8        253.2        253.6
 253.99997768]","[ 4.80000000e+02  4.32000000e+02  3.84000000e+02  3.36000000e+02
  2.88000000e+02  2.40000000e+02  1.92000000e+02  1.44000000e+02
  9.60000000e+01  4.80000000e+01 -1.57933421e-05]",image024426
"[250.         250.6        251.2        251.8        252.4
 253.         253.6        254.2        254.8        255.4
 255.99997912]","[ 4.8000000e+02  4.3200000e+02  3.8400000e+02  3.3600000e+02
  2.8800000e+02  2.4000000e+02  1.9200000e+02  1.4400000e+02
  9.6000000e+01  4.8000000e+01 -1.7941123e-05]",image024430
"[250.         250.6        251.2        251.8        252.4
 253.         253.6        254.2        254.8        255.4
 255.99996807]","[480.         432.3        384.6        336.9        289.2
 241.5        193.8        146.1         98.4         50.7
   2.99997668]",image024431
